Date,Product,Category,City,State,Sales_INR,Quantity,Customer_ID,Customer_Type,Gender,Age,Payment_Method
17-Aug-2025,Smart TV,Electronics,Pune,Maharashtra,531336,6,C0299,Returning,Male,31,Cash
19-Sep-2025,Smart TV,Electronics,Coimbatore,Tamil Nadu,924315,7,C0018,New,Female,61,Net Banking
29-May-2025,Office Chair,Furniture,Chennai,Tamil Nadu,289904,8,C0370,Returning,Female,61,Debit Card
18-Jan-2025,Smart TV,Electronics,Coimbatore,Tamil Nadu,1650352,8,C0349,New,Male,44,EMI
22-Sep-2025,Study Desk,Furniture,Coimbatore,Tamil Nadu,2063416,8,C0033,Returning,Female,22,EMI
02-Mar-2025,Sofa,Furniture,Bengaluru,Karnataka,227895,3,C0128,New,Male,40,Credit Card
26-May-2025,Air Fryer,Home Appliances,Ahmedabad,Gujarat,627963,7,C0182,Returning,Male,19,Credit Card
08-Jan-2025,Printer,Electronics,Kochi,Kerala,395416,8,C0324,Returning,Female,46,UPI
22-Aug-2025,Printer,Electronics,Coimbatore,Tamil Nadu,242405,1,C0102,New,Female,52,UPI
20-Oct-2025,Bookshelf,Furniture,Bengaluru,Karnataka,914736,4,C0349,Returning,Male,41,EMI
24-Dec-2025,Mixer Grinder,Home Appliances,Mumbai,Maharashtra,2502936,8,C0347,New,Female,36,Credit Card
03-Jul-2025,Mixer Grinder,Home Appliances,Hyderabad,Telangana,2086084,7,C0088,New,Female,28,Credit Card
05-Apr-2025,Sofa,Furniture,Mumbai,Maharashtra,265512,4,C0352,Returning,Male,31,Debit Card
02-Sep-2025,Monitor,Electronics,Kochi,Kerala,108768,6,C0104,Returning,Female,27,Cash
29-Oct-2025,Microwave,Home Appliances,Coimbatore,Tamil Nadu,218812,4,C0063,Returning,Male,24,EMI
29-Jun-2025,Headphones,Electronics,Kolkata,West Bengal,1408883,7,C0350,New,Male,30,EMI
10-Sep-2025,Monitor,Electronics,Mumbai,Maharashtra,1416920,5,C0048,New,Male,62,Net Banking
03-Aug-2025,Sofa,Furniture,Chennai,Tamil Nadu,310165,5,C0044,New,Male,23,Cash
07-May-2025,SSD,Electronics,Kolkata,West Bengal,1988478,6,C0378,Returning,Male,60,Net Banking
02-Apr-2025,Headphones,Electronics,Pune,Maharashtra,388584,4,C0259,Returning,Female,22,Net Banking
15-Sep-2025,Gaming Laptop,Electronics,Ahmedabad,Gujarat,42284,1,C0126,Returning,Female,32,Debit Card
08-Dec-2025,Smart TV,Electronics,Kochi,Kerala,411252,4,C0117,Returning,Male,22,UPI
30-Sep-2025,Microwave,Home Appliances,Mumbai,Maharashtra,1355532,6,C0043,New,Female,61,Cash
26-Feb-2025,Gaming Laptop,Electronics,Kochi,Kerala,573438,2,C0091,Returning,Female,44,Debit Card
09-May-2025,Mixer Grinder,Home Appliances,Hyderabad,Telangana,509758,2,C0150,Returning,Female,26,UPI
13-Jan-2025,Tablet,Electronics,Bengaluru,Karnataka,147762,2,C0242,Returning,Female,38,Net Banking
24-Mar-2025,Refrigerator,Home Appliances,Mumbai,Maharashtra,1744128,8,C0068,Returning,Male,54,Net Banking
12-Apr-2025,Wardrobe,Furniture,Chennai,Tamil Nadu,382910,5,C0234,Returning,Male,58,Cash
18-Nov-2025,Dining Table,Furniture,Hyderabad,Telangana,131322,6,C0024,Returning,Male,27,UPI
07-Oct-2025,Mixer Grinder,Home Appliances,Bengaluru,Karnataka,2028439,7,C0248,Returning,Male,36,Net Banking
02-Jun-2025,Microwave,Home Appliances,Pune,Maharashtra,585084,6,C0288,New,Male,42,EMI
16-Mar-2025,Bookshelf,Furniture,Hyderabad,Telangana,1028980,4,C0320,Returning,Male,32,Credit Card
16-Jun-2025,Headphones,Electronics,Chennai,Tamil Nadu,1407679,7,C0202,New,Male,53,Debit Card
02-May-2025,Office Chair,Furniture,Pune,Maharashtra,585820,5,C0183,Returning,Female,43,Cash
14-Nov-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,731991,3,C0235,Returning,Female,38,EMI
04-Jun-2025,Bookshelf,Furniture,Delhi,Delhi,268896,3,C0188,New,Female,65,Credit Card
01-Jan-2025,Sofa,Furniture,Ahmedabad,Gujarat,1090116,4,C0378,New,Female,38,Cash
04-Sep-2025,Headphones,Electronics,Coimbatore,Tamil Nadu,574738,2,C0303,Returning,Male,48,Debit Card
29-Mar-2025,Refrigerator,Home Appliances,Kolkata,West Bengal,685416,4,C0018,New,Female,34,Cash
15-Jan-2025,Camera,Electronics,Coimbatore,Tamil Nadu,1878162,6,C0046,Returning,Male,59,UPI
12-Oct-2025,Smart TV,Electronics,Delhi,Delhi,735714,6,C0186,New,Male,18,Credit Card
01-Jun-2025,Washing Machine,Home Appliances,Mumbai,Maharashtra,765096,6,C0018,Returning,Male,29,UPI
17-Jul-2025,Camera,Electronics,Bengaluru,Karnataka,293001,1,C0012,Returning,Female,26,UPI
15-Mar-2025,Air Fryer,Home Appliances,Delhi,Delhi,276870,6,C0228,New,Male,23,Credit Card
30-Jan-2025,Smart TV,Electronics,Chennai,Tamil Nadu,134124,3,C0354,Returning,Male,29,EMI
10-Mar-2025,Mobile,Electronics,Kolkata,West Bengal,110316,2,C0222,Returning,Male,20,Credit Card
19-Sep-2025,Dining Table,Furniture,Ahmedabad,Gujarat,1694752,8,C0083,Returning,Male,51,Cash
25-Mar-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,709884,3,C0134,Returning,Male,61,UPI
28-Feb-2025,Sofa,Furniture,Kolkata,West Bengal,490530,2,C0191,Returning,Male,60,Cash
28-Mar-2025,Microwave,Home Appliances,Chennai,Tamil Nadu,165310,1,C0242,New,Male,50,Cash
30-Mar-2025,Laptop,Electronics,Bengaluru,Karnataka,1967350,7,C0388,Returning,Male,56,Cash
26-Oct-2025,Dining Table,Furniture,Ahmedabad,Gujarat,472164,3,C0297,Returning,Male,55,EMI
13-Jul-2025,Air Conditioner,Home Appliances,Delhi,Delhi,1020051,3,C0198,Returning,Male,59,Cash
06-Dec-2025,Study Desk,Furniture,Kochi,Kerala,417030,2,C0048,New,Female,38,EMI
07-Jan-2025,Microwave,Home Appliances,Kolkata,West Bengal,1889952,6,C0383,New,Female,18,Credit Card
18-Oct-2025,Mixer Grinder,Home Appliances,Mumbai,Maharashtra,630576,2,C0399,Returning,Male,37,UPI
05-Aug-2025,Mixer Grinder,Home Appliances,Pune,Maharashtra,179545,5,C0020,Returning,Female,23,Debit Card
08-Sep-2025,Dining Table,Furniture,Mumbai,Maharashtra,664775,5,C0163,New,Female,63,UPI
18-Oct-2025,Office Chair,Furniture,Bengaluru,Karnataka,245384,8,C0102,New,Male,44,UPI
16-Mar-2025,Printer,Electronics,Kolkata,West Bengal,2213449,7,C0337,New,Male,61,Credit Card
14-Jun-2025,Smart Watch,Electronics,Ahmedabad,Gujarat,2025368,8,C0256,Returning,Male,52,Net Banking
10-Mar-2025,Dining Table,Furniture,Kolkata,West Bengal,84940,4,C0008,Returning,Male,53,Debit Card
09-May-2025,Sofa,Furniture,Delhi,Delhi,48206,1,C0060,New,Male,63,EMI
30-Sep-2025,Printer,Electronics,Hyderabad,Telangana,998718,3,C0229,New,Male,40,EMI
28-Feb-2025,Air Conditioner,Home Appliances,Bengaluru,Karnataka,2179702,7,C0191,New,Female,46,UPI
31-Jul-2025,Laptop,Electronics,Mumbai,Maharashtra,537936,3,C0078,Returning,Male,60,Credit Card
14-Apr-2025,Washing Machine,Home Appliances,Ahmedabad,Gujarat,679855,5,C0186,New,Male,37,Credit Card
06-Jul-2025,Gaming Laptop,Electronics,Pune,Maharashtra,571322,2,C0394,Returning,Male,21,Net Banking
30-Jun-2025,Refrigerator,Home Appliances,Mumbai,Maharashtra,494710,2,C0134,New,Male,28,Debit Card
10-Apr-2025,Office Chair,Furniture,Delhi,Delhi,867368,4,C0304,New,Male,49,Credit Card
08-Apr-2025,Printer,Electronics,Kolkata,West Bengal,754077,3,C0382,Returning,Female,44,UPI
23-Sep-2025,Washing Machine,Home Appliances,Hyderabad,Telangana,352448,8,C0039,Returning,Female,43,UPI
13-Mar-2025,Study Desk,Furniture,Bengaluru,Karnataka,830610,6,C0033,Returning,Female,65,Net Banking
27-Aug-2025,Dining Table,Furniture,Mumbai,Maharashtra,691130,5,C0245,New,Male,33,UPI
06-Nov-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,276643,1,C0105,New,Female,21,Debit Card
21-Jan-2025,Study Desk,Furniture,Pune,Maharashtra,858242,7,C0119,New,Female,26,Debit Card
28-Oct-2025,Bookshelf,Furniture,Kochi,Kerala,223304,1,C0233,New,Male,46,UPI
27-Jul-2025,Bookshelf,Furniture,Delhi,Delhi,699340,2,C0283,New,Male,56,UPI
22-Oct-2025,Sofa,Furniture,Mumbai,Maharashtra,1452540,6,C0058,New,Female,24,Credit Card
28-Jul-2025,Sofa,Furniture,Chennai,Tamil Nadu,1600128,6,C0068,Returning,Female,35,UPI
21-Apr-2025,Washing Machine,Home Appliances,Chennai,Tamil Nadu,317990,1,C0379,Returning,Male,47,Debit Card
21-Oct-2025,Laptop,Electronics,Kolkata,West Bengal,145723,1,C0115,New,Male,33,EMI
26-Feb-2025,Office Chair,Furniture,Chennai,Tamil Nadu,647052,3,C0393,Returning,Female,56,EMI
29-Aug-2025,Mouse,Electronics,Pune,Maharashtra,1931988,6,C0014,New,Female,25,Credit Card
07-Apr-2025,Gaming Laptop,Electronics,Pune,Maharashtra,1006880,8,C0114,New,Male,19,Net Banking
13-Feb-2025,Gaming Laptop,Electronics,Pune,Maharashtra,669927,3,C0375,New,Female,28,Debit Card
09-Dec-2025,Washing Machine,Home Appliances,Mumbai,Maharashtra,1266150,6,C0012,Returning,Male,31,UPI
30-Apr-2025,Mouse,Electronics,Ahmedabad,Gujarat,434112,7,C0359,New,Female,47,Cash
09-Sep-2025,Smart Watch,Electronics,Bengaluru,Karnataka,882684,4,C0283,Returning,Male,46,EMI
13-Feb-2025,Tablet,Electronics,Mumbai,Maharashtra,195335,7,C0013,Returning,Male,57,UPI
09-Jun-2025,Bookshelf,Furniture,Delhi,Delhi,708100,4,C0120,New,Female,20,Credit Card
22-Jan-2025,Air Fryer,Home Appliances,Kolkata,West Bengal,189064,8,C0187,New,Female,56,EMI
10-May-2025,Mixer Grinder,Home Appliances,Delhi,Delhi,259494,3,C0382,Returning,Male,59,EMI
14-Feb-2025,Office Chair,Furniture,Hyderabad,Telangana,357400,5,C0328,Returning,Female,30,UPI
23-May-2025,Tablet,Electronics,Kochi,Kerala,249546,1,C0268,Returning,Male,36,Net Banking
05-Nov-2025,Washing Machine,Home Appliances,Ahmedabad,Gujarat,1142514,6,C0307,Returning,Male,43,UPI
30-Dec-2025,Mouse,Electronics,Chennai,Tamil Nadu,1947776,8,C0135,Returning,Male,50,UPI
26-Apr-2025,Mixer Grinder,Home Appliances,Bengaluru,Karnataka,608918,2,C0086,Returning,Male,31,Debit Card
20-Oct-2025,Study Desk,Furniture,Mumbai,Maharashtra,933830,5,C0243,Returning,Female,47,Credit Card
18-Nov-2025,Bookshelf,Furniture,Kochi,Kerala,2050272,7,C0358,New,Male,48,Credit Card
02-Jul-2025,Refrigerator,Home Appliances,Kochi,Kerala,1906450,7,C0070,New,Female,32,UPI
25-Feb-2025,Study Desk,Furniture,Kolkata,West Bengal,1616560,8,C0336,New,Male,36,Net Banking
18-Jul-2025,Gaming Laptop,Electronics,Chennai,Tamil Nadu,419925,5,C0148,New,Male,19,Credit Card
22-May-2025,Air Fryer,Home Appliances,Coimbatore,Tamil Nadu,161748,3,C0072,Returning,Female,46,Net Banking
19-Feb-2025,Printer,Electronics,Chennai,Tamil Nadu,341418,6,C0063,Returning,Female,62,Credit Card
30-Jul-2025,Smart TV,Electronics,Mumbai,Maharashtra,500972,4,C0080,New,Male,56,Credit Card
30-Apr-2025,Microwave,Home Appliances,Kochi,Kerala,238716,6,C0241,New,Female,23,Credit Card
23-Nov-2025,Bookshelf,Furniture,Kochi,Kerala,170713,1,C0071,Returning,Male,58,EMI
04-Jun-2025,SSD,Electronics,Hyderabad,Telangana,213247,1,C0130,Returning,Male,62,Cash
23-Mar-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,335402,2,C0263,New,Male,30,EMI
11-Jan-2025,Study Desk,Furniture,Delhi,Delhi,398589,3,C0142,Returning,Male,57,EMI
02-Jun-2025,Printer,Electronics,Mumbai,Maharashtra,867130,5,C0386,Returning,Female,32,UPI
05-Jan-2025,Microwave,Home Appliances,Mumbai,Maharashtra,106102,1,C0111,Returning,Female,30,Credit Card
11-Jun-2025,Microwave,Home Appliances,Coimbatore,Tamil Nadu,712936,4,C0055,Returning,Female,23,Credit Card
15-Dec-2025,Refrigerator,Home Appliances,Pune,Maharashtra,174847,1,C0368,New,Male,55,Credit Card
07-Dec-2025,Study Desk,Furniture,Pune,Maharashtra,888864,3,C0311,New,Male,46,EMI
01-Oct-2025,Headphones,Electronics,Chennai,Tamil Nadu,1662712,8,C0179,New,Male,46,UPI
26-Jun-2025,Bookshelf,Furniture,Hyderabad,Telangana,2378832,8,C0310,New,Male,49,Credit Card
22-Jul-2025,Study Desk,Furniture,Kolkata,West Bengal,1012765,5,C0161,New,Male,62,Net Banking
01-Feb-2025,Printer,Electronics,Pune,Maharashtra,98254,2,C0198,Returning,Male,41,Cash
24-Feb-2025,Microwave,Home Appliances,Mumbai,Maharashtra,100220,4,C0019,New,Female,22,Cash
24-Jan-2025,Wardrobe,Furniture,Ahmedabad,Gujarat,1128044,4,C0083,Returning,Male,60,Cash
17-Sep-2025,Gaming Laptop,Electronics,Hyderabad,Telangana,1247292,4,C0074,New,Male,27,Debit Card
11-May-2025,Monitor,Electronics,Kochi,Kerala,827406,3,C0314,Returning,Female,24,Credit Card
02-May-2025,Dining Table,Furniture,Mumbai,Maharashtra,776274,3,C0088,Returning,Female,47,EMI
13-Oct-2025,Refrigerator,Home Appliances,Coimbatore,Tamil Nadu,900232,4,C0033,Returning,Female,32,Net Banking
11-Dec-2025,Wardrobe,Furniture,Pune,Maharashtra,462156,3,C0364,Returning,Female,45,Net Banking
18-Jan-2025,Washing Machine,Home Appliances,Chennai,Tamil Nadu,323228,4,C0190,New,Male,48,Cash
14-Jun-2025,Sofa,Furniture,Chennai,Tamil Nadu,499976,8,C0215,Returning,Female,36,Cash
29-Oct-2025,Wardrobe,Furniture,Kolkata,West Bengal,982345,5,C0133,New,Female,21,Net Banking
24-Dec-2025,Dining Table,Furniture,Mumbai,Maharashtra,584400,4,C0171,New,Female,20,Cash
22-Jun-2025,Dining Table,Furniture,Chennai,Tamil Nadu,1165392,6,C0130,Returning,Female,27,Net Banking
17-Jun-2025,Microwave,Home Appliances,Bengaluru,Karnataka,111644,4,C0050,New,Male,24,EMI
29-Jul-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,947128,7,C0351,Returning,Female,43,UPI
03-Oct-2025,Air Conditioner,Home Appliances,Kochi,Kerala,1246320,6,C0134,New,Female,21,Debit Card
08-Mar-2025,Bookshelf,Furniture,Mumbai,Maharashtra,660837,3,C0383,New,Female,18,Net Banking
04-Apr-2025,Mixer Grinder,Home Appliances,Coimbatore,Tamil Nadu,425008,4,C0208,New,Female,59,Debit Card
29-Mar-2025,Microwave,Home Appliances,Bengaluru,Karnataka,486894,3,C0323,New,Male,57,UPI
14-Jan-2025,Headphones,Electronics,Kochi,Kerala,2762584,8,C0186,Returning,Male,41,EMI
09-Jul-2025,Laptop,Electronics,Bengaluru,Karnataka,482490,6,C0068,New,Female,47,Credit Card
23-Nov-2025,SSD,Electronics,Delhi,Delhi,418284,2,C0300,Returning,Male,56,Net Banking
21-Jan-2025,Laptop,Electronics,Coimbatore,Tamil Nadu,415925,5,C0117,Returning,Male,55,Debit Card
07-Feb-2025,Office Chair,Furniture,Hyderabad,Telangana,274571,1,C0200,New,Female,41,Cash
30-Jul-2025,Office Chair,Furniture,Kochi,Kerala,215569,1,C0379,Returning,Male,44,Cash
22-Sep-2025,SSD,Electronics,Kolkata,West Bengal,256596,4,C0319,Returning,Male,23,Cash
25-Nov-2025,Air Fryer,Home Appliances,Coimbatore,Tamil Nadu,700469,7,C0083,New,Female,29,UPI
13-Sep-2025,Refrigerator,Home Appliances,Chennai,Tamil Nadu,2116338,7,C0363,Returning,Female,32,Credit Card
27-Jan-2025,Air Conditioner,Home Appliances,Delhi,Delhi,264818,1,C0138,New,Male,28,EMI
28-Dec-2025,Dining Table,Furniture,Delhi,Delhi,332538,6,C0359,New,Male,41,Credit Card
20-Jul-2025,Air Fryer,Home Appliances,Coimbatore,Tamil Nadu,1542548,7,C0383,Returning,Female,30,Credit Card
03-Apr-2025,Gaming Laptop,Electronics,Kochi,Kerala,186678,3,C0323,Returning,Male,26,Credit Card
29-Mar-2025,Washing Machine,Home Appliances,Mumbai,Maharashtra,264060,5,C0179,New,Male,25,Debit Card
24-Jan-2025,Monitor,Electronics,Delhi,Delhi,658736,8,C0098,Returning,Female,45,Net Banking
28-Nov-2025,Sofa,Furniture,Pune,Maharashtra,244376,8,C0036,Returning,Male,46,Debit Card
18-Oct-2025,Study Desk,Furniture,Kolkata,West Bengal,103938,1,C0059,New,Male,56,Credit Card
20-Aug-2025,Air Fryer,Home Appliances,Coimbatore,Tamil Nadu,1823728,8,C0385,Returning,Male,23,Net Banking
01-May-2025,Smart TV,Electronics,Kochi,Kerala,93608,4,C0271,New,Female,37,Cash
16-Dec-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,221740,2,C0363,Returning,Male,47,Net Banking
01-May-2025,Bookshelf,Furniture,Kochi,Kerala,794176,8,C0341,New,Male,56,Debit Card
21-Feb-2025,Study Desk,Furniture,Ahmedabad,Gujarat,669990,3,C0334,Returning,Female,46,Cash
25-Jun-2025,Router,Electronics,Mumbai,Maharashtra,522862,2,C0341,Returning,Female,21,Net Banking
14-Mar-2025,Air Conditioner,Home Appliances,Pune,Maharashtra,1904922,6,C0024,New,Male,22,Debit Card
07-Feb-2025,Printer,Electronics,Bengaluru,Karnataka,1571073,7,C0114,New,Male,27,Cash
22-Oct-2025,Keyboard,Electronics,Chennai,Tamil Nadu,1352640,5,C0308,Returning,Female,58,Credit Card
19-Dec-2025,Mixer Grinder,Home Appliances,Hyderabad,Telangana,2230880,8,C0256,Returning,Female,41,Cash
20-Feb-2025,Dining Table,Furniture,Mumbai,Maharashtra,325540,2,C0255,New,Female,43,Cash
21-Jan-2025,Dining Table,Furniture,Hyderabad,Telangana,1544780,5,C0047,Returning,Male,46,Net Banking
07-Jul-2025,Air Fryer,Home Appliances,Bengaluru,Karnataka,587260,2,C0305,Returning,Male,61,UPI
06-Jan-2025,Mixer Grinder,Home Appliances,Chennai,Tamil Nadu,781437,3,C0269,New,Male,29,EMI
27-Dec-2025,Sofa,Furniture,Mumbai,Maharashtra,133494,2,C0205,Returning,Female,54,UPI
02-Jan-2025,Bookshelf,Furniture,Delhi,Delhi,1204458,6,C0282,Returning,Male,49,Credit Card
19-Mar-2025,Smart Watch,Electronics,Bengaluru,Karnataka,1946864,8,C0066,Returning,Female,41,Net Banking
26-Apr-2025,Mobile,Electronics,Ahmedabad,Gujarat,868792,8,C0383,New,Male,26,Credit Card
08-Dec-2025,Mouse,Electronics,Kochi,Kerala,145048,2,C0239,Returning,Female,65,Cash
21-Apr-2025,Wardrobe,Furniture,Delhi,Delhi,179440,4,C0348,Returning,Female,46,Net Banking
26-Mar-2025,Air Fryer,Home Appliances,Ahmedabad,Gujarat,924528,4,C0317,New,Female,31,Cash
09-Nov-2025,Mixer Grinder,Home Appliances,Hyderabad,Telangana,1264109,7,C0048,New,Female,30,EMI
20-Aug-2025,Air Fryer,Home Appliances,Ahmedabad,Gujarat,715008,4,C0229,Returning,Male,30,UPI
13-Jun-2025,SSD,Electronics,Mumbai,Maharashtra,1956480,6,C0111,Returning,Female,33,Debit Card
07-Jun-2025,Mobile,Electronics,Ahmedabad,Gujarat,192544,2,C0243,New,Male,54,EMI
07-Sep-2025,Gaming Laptop,Electronics,Delhi,Delhi,614976,4,C0262,New,Female,43,Net Banking
03-Apr-2025,Dining Table,Furniture,Chennai,Tamil Nadu,963564,3,C0226,New,Female,57,Cash
23-Dec-2025,Mixer Grinder,Home Appliances,Delhi,Delhi,346074,2,C0056,New,Female,24,UPI
23-Dec-2025,Dining Table,Furniture,Delhi,Delhi,267769,1,C0072,Returning,Female,18,EMI
23-May-2025,Laptop,Electronics,Delhi,Delhi,409760,5,C0138,New,Male,22,Net Banking
15-Dec-2025,Office Chair,Furniture,Mumbai,Maharashtra,2003918,7,C0113,New,Female,46,Cash
11-Jun-2025,Mouse,Electronics,Kolkata,West Bengal,74466,1,C0326,Returning,Male,23,UPI
17-May-2025,Dining Table,Furniture,Coimbatore,Tamil Nadu,835560,3,C0221,New,Male,20,EMI
05-Aug-2025,Bookshelf,Furniture,Kochi,Kerala,154518,3,C0243,New,Female,44,UPI
20-Mar-2025,Air Conditioner,Home Appliances,Coimbatore,Tamil Nadu,1062582,6,C0247,New,Male,52,UPI
11-Feb-2025,Mixer Grinder,Home Appliances,Pune,Maharashtra,633290,7,C0187,New,Female,18,EMI
07-Apr-2025,Mixer Grinder,Home Appliances,Hyderabad,Telangana,475425,5,C0113,New,Male,26,EMI
23-Nov-2025,Bookshelf,Furniture,Pune,Maharashtra,1321316,4,C0072,Returning,Female,54,UPI
30-Jun-2025,Microwave,Home Appliances,Delhi,Delhi,928824,6,C0295,New,Male,25,Credit Card
14-Aug-2025,Refrigerator,Home Appliances,Coimbatore,Tamil Nadu,1501540,5,C0154,New,Male,47,Credit Card
26-Dec-2025,Laptop,Electronics,Kochi,Kerala,48938,2,C0394,Returning,Male,31,Net Banking
06-Sep-2025,Router,Electronics,Chennai,Tamil Nadu,962464,4,C0251,Returning,Female,65,UPI
11-Sep-2025,Mixer Grinder,Home Appliances,Hyderabad,Telangana,228347,1,C0027,Returning,Female,59,Credit Card
14-Jun-2025,Smart Watch,Electronics,Pune,Maharashtra,145376,8,C0129,New,Female,54,Credit Card
18-Jan-2025,Sofa,Furniture,Kochi,Kerala,1668620,5,C0037,Returning,Male,35,UPI
20-Aug-2025,Wardrobe,Furniture,Ahmedabad,Gujarat,1509305,5,C0339,Returning,Female,45,Debit Card
02-Jun-2025,Dining Table,Furniture,Delhi,Delhi,1048480,8,C0257,New,Male,18,Net Banking
01-Feb-2025,Dining Table,Furniture,Mumbai,Maharashtra,37818,1,C0172,Returning,Female,22,EMI
13-Nov-2025,Microwave,Home Appliances,Ahmedabad,Gujarat,449547,7,C0200,Returning,Male,33,Credit Card
18-Nov-2025,Wardrobe,Furniture,Kolkata,West Bengal,737435,5,C0383,Returning,Female,21,Debit Card
12-Mar-2025,Office Chair,Furniture,Pune,Maharashtra,533286,3,C0164,New,Male,22,Cash
20-Aug-2025,Air Conditioner,Home Appliances,Delhi,Delhi,549612,4,C0391,New,Male,60,UPI
11-Oct-2025,Dining Table,Furniture,Chennai,Tamil Nadu,85132,4,C0347,New,Male,55,Debit Card
07-Jan-2025,Dining Table,Furniture,Kolkata,West Bengal,532866,3,C0305,New,Female,50,Net Banking
20-Aug-2025,Washing Machine,Home Appliances,Kolkata,West Bengal,931137,3,C0362,New,Male,53,EMI
29-Jan-2025,Mobile,Electronics,Kochi,Kerala,1259644,4,C0074,New,Male,27,EMI
13-May-2025,Headphones,Electronics,Mumbai,Maharashtra,227958,2,C0361,New,Male,56,Credit Card
11-Apr-2025,SSD,Electronics,Pune,Maharashtra,186253,1,C0231,New,Female,37,Debit Card
26-Jan-2025,Mixer Grinder,Home Appliances,Delhi,Delhi,604170,7,C0046,Returning,Female,56,UPI
09-May-2025,Smart TV,Electronics,Coimbatore,Tamil Nadu,64284,2,C0311,New,Female,33,Debit Card
02-Jan-2025,Headphones,Electronics,Bengaluru,Karnataka,576790,2,C0051,Returning,Male,49,EMI
10-Dec-2025,SSD,Electronics,Kolkata,West Bengal,89844,1,C0269,New,Male,63,Cash
14-Apr-2025,Sofa,Furniture,Kolkata,West Bengal,75280,4,C0252,Returning,Male,34,Cash
07-Nov-2025,Laptop,Electronics,Mumbai,Maharashtra,884826,6,C0387,New,Male,19,Debit Card
30-Jun-2025,Air Fryer,Home Appliances,Delhi,Delhi,1058850,5,C0121,Returning,Male,52,EMI
13-Mar-2025,Laptop,Electronics,Mumbai,Maharashtra,275666,2,C0064,New,Female,43,EMI
13-Jan-2025,Mixer Grinder,Home Appliances,Kochi,Kerala,2553736,8,C0153,New,Male,60,EMI
08-Mar-2025,SSD,Electronics,Kochi,Kerala,205275,7,C0285,New,Male,39,UPI
07-Sep-2025,Refrigerator,Home Appliances,Pune,Maharashtra,562414,2,C0350,New,Female,30,Cash
27-Oct-2025,Mixer Grinder,Home Appliances,Kochi,Kerala,1453330,5,C0349,Returning,Male,19,Debit Card
11-Aug-2025,Sofa,Furniture,Bengaluru,Karnataka,536956,2,C0320,Returning,Female,59,Credit Card
06-Mar-2025,Wardrobe,Furniture,Ahmedabad,Gujarat,237080,8,C0146,Returning,Female,59,Net Banking
18-Aug-2025,Air Fryer,Home Appliances,Bengaluru,Karnataka,237464,4,C0228,New,Female,45,UPI
17-Feb-2025,Washing Machine,Home Appliances,Mumbai,Maharashtra,200562,3,C0120,Returning,Female,32,UPI
03-Nov-2025,Camera,Electronics,Ahmedabad,Gujarat,404165,5,C0210,New,Female,19,Credit Card
27-Dec-2025,Mouse,Electronics,Mumbai,Maharashtra,759150,5,C0146,New,Male,36,Debit Card
18-Dec-2025,Sofa,Furniture,Delhi,Delhi,2067954,6,C0181,Returning,Male,41,Cash
07-Jul-2025,Office Chair,Furniture,Pune,Maharashtra,1912050,6,C0232,Returning,Female,33,UPI
12-Feb-2025,Office Chair,Furniture,Bengaluru,Karnataka,947142,6,C0396,New,Female,54,Debit Card
26-Jan-2025,Air Conditioner,Home Appliances,Ahmedabad,Gujarat,321110,1,C0272,New,Male,38,Net Banking
17-Sep-2025,Sofa,Furniture,Chennai,Tamil Nadu,653910,5,C0097,New,Male,44,Net Banking
15-Apr-2025,Smart Watch,Electronics,Kochi,Kerala,1492760,5,C0101,New,Male,30,Net Banking
26-Apr-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,505938,2,C0143,New,Male,63,Debit Card
29-May-2025,Laptop,Electronics,Coimbatore,Tamil Nadu,296946,6,C0042,Returning,Male,36,EMI
14-Jun-2025,Router,Electronics,Kolkata,West Bengal,490812,7,C0305,Returning,Male,42,UPI
29-Aug-2025,Smart Watch,Electronics,Kochi,Kerala,291983,1,C0308,Returning,Female,50,EMI
17-Jan-2025,Mixer Grinder,Home Appliances,Bengaluru,Karnataka,609590,5,C0287,New,Female,48,Net Banking
11-Nov-2025,Air Fryer,Home Appliances,Mumbai,Maharashtra,640628,2,C0331,New,Male,48,Debit Card
01-Aug-2025,Smart Watch,Electronics,Chennai,Tamil Nadu,322350,2,C0192,Returning,Male,59,Net Banking
03-Apr-2025,Wardrobe,Furniture,Kochi,Kerala,259850,2,C0132,Returning,Female,65,Debit Card
15-May-2025,Microwave,Home Appliances,Mumbai,Maharashtra,127825,5,C0392,New,Female,40,EMI
28-Jan-2025,Router,Electronics,Coimbatore,Tamil Nadu,344332,2,C0395,New,Male,34,Net Banking
29-Oct-2025,Mobile,Electronics,Hyderabad,Telangana,1772827,7,C0018,Returning,Female,60,Net Banking
30-Sep-2025,Mixer Grinder,Home Appliances,Coimbatore,Tamil Nadu,1833846,6,C0087,New,Male,52,UPI
06-May-2025,Headphones,Electronics,Delhi,Delhi,1270409,7,C0018,New,Female,57,Credit Card
14-Sep-2025,Wardrobe,Furniture,Pune,Maharashtra,164160,3,C0089,Returning,Female,22,EMI
